X1,Date,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
24,12.07.15,88179.72,29033.73,5550.17,23483.56,0,organic,GreatLakes,4046_2857.11,4225_56288.88,4770_0
25,05.07.15,86288.07,18101.82,6963.33,11138.49,0,organic,GreatLakes,4046_3459.78,4225_64726.47,4770_0
26,28.06.15,71801.27,9926.31,4277.9,5648.41,0,organic,GreatLakes,4046_3449.4,4225_58422.4,4770_3.16
27,21.06.15,72563.98,11170.91,5417.71,5753.2,0,organic,GreatLakes,4046_4039.33,4225_57352.16,4770_1.58
28,14.06.15,80790.46,17146.46,11975.99,5170.47,0,organic,GreatLakes,4046_3599.24,4225_60044.76,4770_0
29,07.06.15,81945.35,19447.21,10793.27,8653.94,0,organic,GreatLakes,4046_4002.95,4225_58492.04,4770_3.15
30,31.05.15,79819.77,17290.45,12356.85,4933.6,0,organic,GreatLakes,4046_3599.67,4225_58929.65,4770_0
31,24.05.15,79844.57,14126.02,9484.68,4641.34,0,organic,GreatLakes,4046_4379.87,4225_61338.68,4770_0
32,17.05.15,82513.95,21702.97,8158.29,13544.68,0,organic,GreatLakes,4046_3514.15,4225_57296.83,4770_0
33,10.05.15,171746.76,67348.67,10756.98,56591.69,0,organic,GreatLakes,4046_4838.87,4225_99557.66,4770_1.56
34,03.05.15,143144.15,32465.5,8315.3,24150.2,0,organic,GreatLakes,4046_4609.7,4225_106059.64,4770_9.31
35,26.04.15,92616.45,15362.66,9119.01,6243.65,0,organic,GreatLakes,4046_3518.79,4225_73735,4770_0
36,19.04.15,85825.52,14353.03,10861.1,3491.93,0,organic,GreatLakes,4046_3155.93,4225_68315.02,4770_1.54
37,12.04.15,149583.28,10623.09,8421.24,2201.85,0,organic,GreatLakes,4046_3254.92,4225_135705.27,4770_0
38,05.04.15,81495.39,18461.89,9256.24,9205.65,0,organic,GreatLakes,4046_2559.69,4225_60473.81,4770_0
39,29.03.15,64282.45,10568.97,9963.32,605.65,0,organic,GreatLakes,4046_2606.14,4225_51107.34,4770_0
40,22.03.15,56818.47,2485.95,1992.35,493.6,0,organic,GreatLakes,4046_3057.74,4225_51274.78,4770_0
41,15.03.15,65534.87,14160.49,8669.15,5491.34,0,organic,GreatLakes,4046_3884.91,4225_47489.47,4770_0
42,08.03.15,74152.81,24286.62,20700.55,3586.07,0,organic,GreatLakes,4046_3590.18,4225_46265.47,4770_10.54
43,01.03.15,61260.09,14821.18,13128.9,1692.28,0,organic,GreatLakes,4046_3154.34,4225_43284.57,4770_0
44,22.02.15,56569.37,11570.56,8327.94,3242.62,0,organic,GreatLakes,4046_3756.4,4225_41242.41,4770_0
45,15.02.15,58236.29,13735.62,11050,2685.62,0,organic,GreatLakes,4046_3633.54,4225_40867.13,4770_0
46,08.02.15,58545.6,19321.18,17758.89,1562.29,0,organic,GreatLakes,4046_3711.76,4225_35512.66,4770_0
47,01.02.15,63248.58,12806.99,8615.6,4191.39,0,organic,GreatLakes,4046_4062.76,4225_46378.83,4770_0
48,25.01.15,59906.52,10969.72,6137.81,4831.91,0,organic,GreatLakes,4046_3609.5,4225_45327.3,4770_0
49,18.01.15,57646.9,10052.16,6511.7,3540.46,0,organic,GreatLakes,4046_3941.59,4225_43653.15,4770_0
50,11.01.15,58061.65,9146.94,7266.75,1880.19,0,organic,GreatLakes,4046_4362.25,4225_44552.46,4770_0
51,04.01.15,61615.1,15018.11,9763.55,5254.56,0,organic,GreatLakes,4046_3633.93,4225_42963.06,4770_0
0,27.12.15,5828.38,5546.74,959.63,4587.11,0,organic,HarrisburgScranton,4046_79.19,4225_186.22,4770_16.23
1,20.12.15,2787.93,2481.96,1452.29,1029.67,0,organic,HarrisburgScranton,4046_116.92,4225_171.24,4770_17.81
2,13.12.15,4330.23,4006.96,1597.46,2409.5,0,organic,HarrisburgScranton,4046_68.06,4225_235.65,4770_19.56
3,06.12.15,4854.67,4527.6,415.87,4111.73,0,organic,HarrisburgScranton,4046_137.97,4225_185.9,4770_3.2
4,29.11.15,3109.42,2818.76,314.95,2503.81,0,organic,HarrisburgScranton,4046_78.81,4225_199.95,4770_11.9
5,22.11.15,2236.04,1930.15,449.95,1480.2,0,organic,HarrisburgScranton,4046_118.91,4225_176.06,4770_10.92
6,15.11.15,1200,785.39,723.13,62.26,0,organic,HarrisburgScranton,4046_117.97,4225_290.51,4770_6.13
7,08.11.15,1162.68,720.94,648.49,72.45,0,organic,HarrisburgScranton,4046_165.99,4225_263.8,4770_11.95
8,01.11.15,971.81,659.15,427.6,231.55,0,organic,HarrisburgScranton,4046_148.85,4225_142.9,4770_20.91
9,25.10.15,1446.07,1177.31,490.21,687.1,0,organic,HarrisburgScranton,4046_82.55,4225_166.6,4770_19.61
10,18.10.15,3139.5,2833.66,481.82,2351.84,0,organic,HarrisburgScranton,4046_67.84,4225_221.62,4770_16.38
11,11.10.15,2449.56,2220.82,676.28,1544.54,0,organic,HarrisburgScranton,4046_70.71,4225_136.9,4770_21.13
12,04.10.15,1188.82,910.69,910.69,0,0,organic,HarrisburgScranton,4046_82.58,4225_186.17,4770_9.38
13,27.09.15,1140.95,803.59,803.59,0,0,organic,HarrisburgScranton,4046_106.54,4225_222.08,4770_8.74
14,20.09.15,1558.39,1191.51,1191.51,0,0,organic,HarrisburgScranton,4046_136.1,4225_215.36,4770_15.42
15,13.09.15,2056.82,1787.63,1787.63,0,0,organic,HarrisburgScranton,4046_83.47,4225_177.37,4770_8.35
16,06.09.15,3559.45,3227.14,3210.67,16.47,0,organic,HarrisburgScranton,4046_155.6,4225_173.38,4770_3.33
17,30.08.15,2421.86,2180.15,2153.91,26.24,0,organic,HarrisburgScranton,4046_94.47,4225_134.32,4770_12.92
18,23.08.15,2826.08,2595.71,2585.91,9.8,0,organic,HarrisburgScranton,4046_63.18,4225_149.88,4770_17.31
19,16.08.15,1721.57,1456.2,1456.2,0,0,organic,HarrisburgScranton,4046_101.04,4225_156.68,4770_7.65
20,09.08.15,3079.23,2786.79,2786.79,0,0,organic,HarrisburgScranton,4046_99,4225_160.14,4770_33.3
21,02.08.15,2728.36,2448.55,2448.55,0,0,organic,HarrisburgScranton,4046_69.63,4225_198.74,4770_11.44
22,26.07.15,1397.24,1057.22,1057.22,0,0,organic,HarrisburgScranton,4046_145.93,4225_176.28,4770_17.81
23,19.07.15,3151.22,2833.9,2833.9,0,0,organic,HarrisburgScranton,4046_79.11,4225_222.93,4770_15.28
24,12.07.15,1267.44,970.09,970.09,0,0,organic,HarrisburgScranton,4046_124.64,4225_166.18,4770_6.53
25,05.07.15,1841.62,1673.59,1673.59,0,0,organic,HarrisburgScranton,4046_65.57,4225_91.22,4770_11.24
26,28.06.15,3388.83,3100.49,3100.49,0,0,organic,HarrisburgScranton,4046_119.9,4225_155.59,4770_12.85
27,21.06.15,3072.73,2761.88,2761.88,0,0,organic,HarrisburgScranton,4046_62.37,4225_243.82,4770_4.66
28,14.06.15,3495.22,3231.69,3231.69,0,0,organic,HarrisburgScranton,4046_87.55,4225_165.22,4770_10.76
29,07.06.15,3485.54,3327.98,3327.98,0,0,organic,HarrisburgScranton,4046_35.17,4225_122.39,4770_0
30,31.05.15,3046.57,2781.65,2781.65,0,0,organic,HarrisburgScranton,4046_91.11,4225_173.81,4770_0
31,24.05.15,4440.45,4171.21,4171.21,0,0,organic,HarrisburgScranton,4046_75.43,4225_178.79,4770_15.02
32,17.05.15,3850.2,3550.45,3550.45,0,0,organic,HarrisburgScranton,4046_39.57,4225_251.83,4770_8.35
33,10.05.15,4998.64,4694.56,4694.56,0,0,organic,HarrisburgScranton,4046_68.79,4225_228.82,4770_6.47
34,03.05.15,3547.22,3375.88,3375.88,0,0,organic,HarrisburgScranton,4046_38.69,4225_132.65,4770_0
35,26.04.15,3339.18,3217.95,3217.95,0,0,organic,HarrisburgScranton,4046_23.42,4225_97.81,4770_0
36,19.04.15,2901.35,2712.35,2712.35,0,0,organic,HarrisburgScranton,4046_96.21,4225_86.59,4770_6.2
37,12.04.15,4127.83,3889.75,3889.75,0,0,organic,HarrisburgScranton,4046_86.7,4225_151.38,4770_0
38,05.04.15,3315.89,3123.66,3123.66,0,0,organic,HarrisburgScranton,4046_28.96,4225_155.83,4770_7.44
39,29.03.15,3705.26,3452.69,3452.69,0,0,organic,HarrisburgScranton,4046_48.19,4225_204.38,4770_0
40,22.03.15,1169.94,732.35,732.35,0,0,organic,HarrisburgScranton,4046_45.7,4225_391.89,4770_0
41,15.03.15,2403.77,2080.45,2080.45,0,0,organic,HarrisburgScranton,4046_52.73,4225_270.59,4770_0
42,08.03.15,6095.01,5723.59,5723.59,0,0,organic,HarrisburgScranton,4046_18.08,4225_353.34,4770_0
43,01.03.15,3063.7,2744.67,2744.67,0,0,organic,HarrisburgScranton,4046_44.66,4225_266.54,4770_7.83
44,22.02.15,3400.24,3213.79,3213.79,0,0,organic,HarrisburgScranton,4046_22.4,4225_152.59,4770_11.46
45,15.02.15,4701.71,4375.45,4375.45,0,0,organic,HarrisburgScranton,4046_49.13,4225_261.1,4770_16.03
46,08.02.15,3408.2,3236.44,3236.44,0,0,organic,HarrisburgScranton,4046_35.2,4225_136.56,4770_0
47,01.02.15,3796.16,3605.48,3605.48,0,0,organic,HarrisburgScranton,4046_39.55,4225_151.13,4770_0
48,25.01.15,2171.91,1902.74,1902.74,0,0,organic,HarrisburgScranton,4046_97.75,4225_171.42,4770_0
49,18.01.15,1355.5,1168.46,1168.46,0,0,organic,HarrisburgScranton,4046_50.54,4225_127.76,4770_8.74
50,11.01.15,3882.88,3504.58,3504.58,0,0,organic,HarrisburgScranton,4046_90.15,4225_288.15,4770_0
51,04.01.15,2896.72,2528.08,2528.08,0,0,organic,HarrisburgScranton,4046_161.68,4225_206.96,4770_0
0,27.12.15,5526.5,1698.09,1619.34,78.75,0,organic,HartfordSpringfield,4046_88.59,4225_3733.01,4770_6.81
1,20.12.15,3998.59,1670.57,1670.57,0,0,organic,HartfordSpringfield,4046_222.69,4225_1874.44,4770_230.89
2,13.12.15,6923.91,2284.18,2284.18,0,0,organic,HartfordSpringfield,4046_75.32,4225_2154.16,4770_2410.25
3,06.12.15,2739.09,352.48,349.15,3.33,0,organic,HartfordSpringfield,4046_192.25,4225_2179.25,4770_15.11
4,29.11.15,1632.72,125.85,89.73,36.12,0,organic,HartfordSpringfield,4046_30.3,4225_1476.57,4770_0
5,22.11.15,2318.13,98.68,83.07,15.61,0,organic,HartfordSpringfield,4046_138.16,4225_2079.91,4770_1.38
6,15.11.15,2428.95,213.85,201.54,12.31,0,organic,HartfordSpringfield,4046_135.67,4225_2079.43,4770_0
7,08.11.15,2878.54,566.2,553.88,12.32,0,organic,HartfordSpringfield,4046_113.32,4225_2199.02,4770_0
8,01.11.15,4177.83,1680.19,1390.22,289.97,0,organic,HartfordSpringfield,4046_88.45,4225_2399.47,4770_9.72
9,25.10.15,3885.53,1589.08,339.5,1249.58,0,organic,HartfordSpringfield,4046_54.15,4225_2232.58,4770_9.72
10,18.10.15,2420.25,602.34,398.75,203.59,0,organic,HartfordSpringfield,4046_32.76,4225_1785.15,4770_0
11,11.10.15,2819.11,577.41,386.42,190.99,0,organic,HartfordSpringfield,4046_97.26,4225_2144.44,4770_0
12,04.10.15,2855.32,516.37,396.42,119.95,0,organic,HartfordSpringfield,4046_64.28,4225_2269.13,4770_5.54
13,27.09.15,4559.35,184.03,159.47,24.56,0,organic,HartfordSpringfield,4046_53.88,4225_4317.3,4770_4.14
14,20.09.15,2700.77,58.92,58.92,0,0,organic,HartfordSpringfield,4046_179.18,4225_2459.91,4770_2.76
15,13.09.15,2868.18,306.94,306.94,0,0,organic,HartfordSpringfield,4046_49.48,4225_2509.01,4770_2.75
16,06.09.15,4058.62,215.53,209.43,6.1,0,organic,HartfordSpringfield,4046_172.82,4225_3667.53,4770_2.74
17,30.08.15,2641.01,379.12,373.04,6.08,0,organic,HartfordSpringfield,4046_88.92,4225_2172.97,4770_0
18,23.08.15,2928.46,509.09,509.09,0,0,organic,HartfordSpringfield,4046_117.28,4225_2302.09,4770_0
19,16.08.15,3753.16,336.05,336.05,0,0,organic,HartfordSpringfield,4046_1360.6,4225_2053.79,4770_2.72
20,09.08.15,5078.46,479.05,479.05,0,0,organic,HartfordSpringfield,4046_1941.88,4225_2656.17,4770_1.36
21,02.08.15,2676.3,89.04,89.04,0,0,organic,HartfordSpringfield,4046_82.67,4225_2503.23,4770_1.36
22,26.07.15,2606.3,51.02,47.69,3.33,0,organic,HartfordSpringfield,4046_67.61,4225_2487.67,4770_0
23,19.07.15,2960.69,43.33,43.33,0,0,organic,HartfordSpringfield,4046_80.9,4225_2832.42,4770_4.04
24,12.07.15,2843.66,136.31,136.31,0,0,organic,HartfordSpringfield,4046_122.16,4225_2585.19,4770_0
25,05.07.15,4295.54,348.55,348.55,0,0,organic,HartfordSpringfield,4046_160.42,4225_3786.57,4770_0
26,28.06.15,2790.4,135.17,135.17,0,0,organic,HartfordSpringfield,4046_133.18,4225_2522.05,4770_0
27,21.06.15,3776.07,326.53,299.86,26.67,0,organic,HartfordSpringfield,4046_74.33,4225_3375.21,4770_0
28,14.06.15,3551.66,462.31,462.31,0,0,organic,HartfordSpringfield,4046_123.54,4225_2957.88,4770_7.93
29,07.06.15,3478.25,413.07,413.07,0,0,organic,HartfordSpringfield,4046_276.38,4225_2787.48,4770_1.32
30,31.05.15,3193.41,411.67,411.67,0,0,organic,HartfordSpringfield,4046_274.09,4225_2489.29,4770_18.36
31,24.05.15,3550.25,434.81,434.81,0,0,organic,HartfordSpringfield,4046_84.97,4225_3012.17,4770_18.3
32,17.05.15,3485.39,581.61,581.61,0,0,organic,HartfordSpringfield,4046_46.31,4225_2854.86,4770_2.61
33,10.05.15,4484.97,605.28,605.28,0,0,organic,HartfordSpringfield,4046_79.2,4225_3796.6,4770_3.89
34,03.05.15,6372.85,474.5,474.5,0,0,organic,HartfordSpringfield,4046_45.29,4225_5832.35,4770_20.71
35,26.04.15,2843.96,625.24,625.24,0,0,organic,HartfordSpringfield,4046_52.97,4225_2160.59,4770_5.16
36,19.04.15,3253.43,532.99,532.99,0,0,organic,HartfordSpringfield,4046_82.48,4225_2636.67,4770_1.29
37,12.04.15,3828.42,752.3,752.3,0,0,organic,HartfordSpringfield,4046_183.5,4225_2892.62,4770_0
38,05.04.15,2789.49,759.45,759.45,0,0,organic,HartfordSpringfield,4046_99.8,4225_1927.65,4770_2.59
39,29.03.15,2220.8,286.24,286.24,0,0,organic,HartfordSpringfield,4046_88.35,4225_1846.21,4770_0
40,22.03.15,2848.49,423.83,423.83,0,0,organic,HartfordSpringfield,4046_148.61,4225_2276.05,4770_0
41,15.03.15,2727.38,409.45,409.45,0,0,organic,HartfordSpringfield,4046_83.69,4225_2234.24,4770_0
42,08.03.15,3286.02,608.53,608.53,0,0,organic,HartfordSpringfield,4046_152.85,4225_2524.64,4770_0
43,01.03.15,3050.04,829.34,829.34,0,0,organic,HartfordSpringfield,4046_59.15,4225_2158.92,4770_2.63
44,22.02.15,4834.37,413.98,413.98,0,0,organic,HartfordSpringfield,4046_670.44,4225_3747.31,4770_2.64
45,15.02.15,2753.92,652.54,652.54,0,0,organic,HartfordSpringfield,4046_304.33,4225_1797.05,4770_0
46,08.02.15,5223.36,626.98,626.98,0,0,organic,HartfordSpringfield,4046_49.13,4225_4531.32,4770_15.93
47,01.02.15,6084.48,587.68,587.68,0,0,organic,HartfordSpringfield,4046_88.08,4225_5406.05,4770_2.67
48,25.01.15,1920.19,234.57,234.57,0,0,organic,HartfordSpringfield,4046_73.54,4225_1602.72,4770_9.36
49,18.01.15,2552.09,266.67,266.67,0,0,organic,HartfordSpringfield,4046_39.56,4225_2233.79,4770_12.07
50,11.01.15,3463.61,193.33,193.33,0,0,organic,HartfordSpringfield,4046_79.31,4225_3190.97,4770_0
51,04.01.15,4801.1,349.53,349.53,0,0,organic,HartfordSpringfield,4046_87.56,4225_4364.01,4770_0
0,27.12.15,10598.3,5742.98,4815.51,927.47,0,organic,Houston,4046_4797.41,4225_57.91,4770_0
1,20.12.15,9253.24,4701.95,3278.23,1423.72,0,organic,Houston,4046_4463.03,4225_88.26,4770_0
2,13.12.15,11494.89,6644.21,6636.26,7.95,0,organic,Houston,4046_4757.11,4225_93.57,4770_0
3,06.12.15,8216.98,3344,3344,0,0,organic,Houston,4046_4787.28,4225_85.7,4770_0
4,29.11.15,7442.68,3280.55,3280.55,0,0,organic,Houston,4046_4092.5,4225_69.63,4770_0
5,22.11.15,8158.36,3546.98,3546.98,0,0,organic,Houston,4046_4552.46,4225_58.92,4770_0
6,15.11.15,9857.51,4469.88,4469.88,0,0,organic,Houston,4046_5342.4,4225_45.23,4770_0
7,08.11.15,10027.49,3914.61,3914.61,0,0,organic,Houston,4046_6028.94,4225_83.94,4770_0
8,01.11.15,9377.04,3769.66,3769.66,0,0,organic,Houston,4046_5544.81,4225_62.57,4770_0
9,25.10.15,11445.39,4177.3,4177.3,0,0,organic,Houston,4046_7202.98,4225_65.11,4770_0
10,18.10.15,10652.02,3706.55,3706.55,0,0,organic,Houston,4046_6905.95,4225_39.52,4770_0
11,11.10.15,10674.23,4056.54,4056.54,0,0,organic,Houston,4046_6510.89,4225_106.8,4770_0
12,04.10.15,10800.6,4188.16,4188.16,0,0,organic,Houston,4046_6511.05,4225_101.39,4770_0
13,27.09.15,12416.96,3711.38,3711.38,0,0,organic,Houston,4046_8647.11,4225_58.47,4770_0
14,20.09.15,11781.86,3001.73,3001.73,0,0,organic,Houston,4046_8733.8,4225_46.33,4770_0
15,13.09.15,13561.23,5562.79,5546.76,16.03,0,organic,Houston,4046_7965.37,4225_33.07,4770_0
16,06.09.15,9622.66,1946.13,1790,156.13,0,organic,Houston,4046_7609.04,4225_67.49,4770_0
17,30.08.15,14045.27,2486.59,1906.67,579.92,0,organic,Houston,4046_11507.69,4225_50.99,4770_0
18,23.08.15,10518.1,1526.57,1466.67,59.9,0,organic,Houston,4046_8896.86,4225_94.67,4770_0
19,16.08.15,9699.79,1629.76,1550,79.76,0,organic,Houston,4046_7995.26,4225_74.77,4770_0
20,09.08.15,14996.12,1780,1773.33,6.67,0,organic,Houston,4046_13102.08,4225_114.04,4770_0
21,02.08.15,9952.84,156.67,146.67,10,0,organic,Houston,4046_9679.37,4225_116.8,4770_0
22,26.07.15,13059.01,716.67,716.67,0,0,organic,Houston,4046_12236.42,4225_105.92,4770_0
23,19.07.15,10487.18,93.33,93.33,0,0,organic,Houston,4046_10034.98,4225_358.87,4770_0
24,12.07.15,11741.87,66.67,66.67,0,0,organic,Houston,4046_11397.65,4225_277.55,4770_0
25,05.07.15,12717.2,630,630,0,0,organic,Houston,4046_11733.69,4225_353.51,4770_0
26,28.06.15,10531.95,940,940,0,0,organic,Houston,4046_9271.84,4225_320.11,4770_0
27,21.06.15,11429.63,1296.67,1296.67,0,0,organic,Houston,4046_9667.42,4225_465.54,4770_0
28,14.06.15,10464.45,760,760,0,0,organic,Houston,4046_9298.08,4225_406.37,4770_0
29,07.06.15,10773.86,666.67,666.67,0,0,organic,Houston,4046_9794.34,4225_312.85,4770_0
30,31.05.15,9890.95,990,990,0,0,organic,Houston,4046_8711.9,4225_189.05,4770_0
31,24.05.15,12358.51,846.67,846.67,0,0,organic,Houston,4046_11145.09,4225_366.75,4770_0
32,17.05.15,11026.61,440,440,0,0,organic,Houston,4046_10234.81,4225_351.8,4770_0
33,10.05.15,10725.46,920,920,0,0,organic,Houston,4046_9355.66,4225_449.8,4770_0
34,03.05.15,8532.45,973.33,973.33,0,0,organic,Houston,4046_7306.33,4225_252.79,4770_0
35,26.04.15,12066.11,846.67,846.67,0,0,organic,Houston,4046_10739.01,4225_480.43,4770_0
36,19.04.15,13856.85,1133.33,1133.33,0,0,organic,Houston,4046_12200.72,4225_522.8,4770_0
37,12.04.15,12380.68,466.67,466.67,0,0,organic,Houston,4046_11423.99,4225_490.02,4770_0
38,05.04.15,11676.65,986.67,986.67,0,0,organic,Houston,4046_10220.11,4225_469.87,4770_0
39,29.03.15,9207.99,856.67,856.67,0,0,organic,Houston,4046_7514.43,4225_836.89,4770_0
40,22.03.15,11997.73,1130,1130,0,0,organic,Houston,4046_9802.17,4225_1065.56,4770_0
41,15.03.15,12371.76,1943.33,1943.33,0,0,organic,Houston,4046_9740.17,4225_688.26,4770_0
42,08.03.15,9212.46,1106.67,1106.67,0,0,organic,Houston,4046_7483.56,4225_622.23,4770_0
43,01.03.15,11760.53,1413.33,1413.33,0,0,organic,Houston,4046_9766.77,4225_580.43,4770_0
44,22.02.15,10792.32,716.67,716.67,0,0,organic,Houston,4046_9480.2,4225_595.45,4770_0
45,15.02.15,10569.83,1170,1170,0,0,organic,Houston,4046_8813.11,4225_586.72,4770_0
46,08.02.15,9077.59,1100,1100,0,0,organic,Houston,4046_7272.68,4225_704.91,4770_0
47,01.02.15,12285.76,946.67,946.67,0,0,organic,Houston,4046_9833.51,4225_1505.58,4770_0
48,25.01.15,11398.91,806.67,806.67,0,0,organic,Houston,4046_9698.27,4225_893.97,4770_0
49,18.01.15,9979.64,750,750,0,0,organic,Houston,4046_8538.96,4225_690.68,4770_0
50,11.01.15,7561,600,600,0,0,organic,Houston,4046_6142.35,4225_818.65,4770_0
51,04.01.15,8938.32,1256.67,1256.67,0,0,organic,Houston,4046_7009.77,4225_671.88,4770_0
0,27.12.15,1726.25,466.72,394.95,71.77,0,organic,Indianapolis,4046_207.04,4225_1052.49,4770_0
1,20.12.15,1601.29,228.76,169.1,59.66,0,organic,Indianapolis,4046_289.63,4225_1082.9,4770_0
2,13.12.15,2068.47,866.5,184.16,682.34,0,organic,Indianapolis,4046_275.19,4225_926.78,4770_0
3,06.12.15,2106.77,906.28,320,586.28,0,organic,Indianapolis,4046_301.9,4225_898.59,4770_0
4,29.11.15,1156.05,265.53,26.67,238.86,0,organic,Indianapolis,4046_213.55,4225_676.97,4770_0
5,22.11.15,1767.58,370.71,193.33,177.38,0,organic,Indianapolis,4046_239.76,4225_1157.11,4770_0
6,15.11.15,1895.06,458.54,183.33,275.21,0,organic,Indianapolis,4046_170.22,4225_1266.3,4770_0
7,08.11.15,1710.38,511.21,203.33,307.88,0,organic,Indianapolis,4046_241.32,4225_957.85,4770_0
8,01.11.15,1906.4,665.2,276.67,388.53,0,organic,Indianapolis,4046_179.56,4225_1061.64,4770_0
9,25.10.15,2147.79,717.89,446.67,271.22,0,organic,Indianapolis,4046_227.83,4225_1202.07,4770_0
10,18.10.15,2390.65,1078.83,503.33,575.5,0,organic,Indianapolis,4046_239.68,4225_1072.14,4770_0
11,11.10.15,2030.12,668.08,176.67,491.41,0,organic,Indianapolis,4046_215.86,4225_1146.18,4770_0
12,04.10.15,2167.25,716.03,343.33,372.7,0,organic,Indianapolis,4046_128.29,4225_1322.93,4770_0
13,27.09.15,1713.63,312.77,166.67,146.1,0,organic,Indianapolis,4046_169.73,4225_1231.13,4770_0
14,20.09.15,1959.56,494.88,470,24.88,0,organic,Indianapolis,4046_221.53,4225_1243.15,4770_0
15,13.09.15,2512.58,582.34,326.67,255.67,0,organic,Indianapolis,4046_311.33,4225_1618.91,4770_0
16,06.09.15,2794.65,741.5,413.33,328.17,0,organic,Indianapolis,4046_321.17,4225_1731.98,4770_0
17,30.08.15,2883.1,678.11,323.33,354.78,0,organic,Indianapolis,4046_493.78,4225_1711.21,4770_0
18,23.08.15,2858.31,773.59,470,303.59,0,organic,Indianapolis,4046_482.02,4225_1602.7,4770_0
19,16.08.15,2309.83,728.44,420,308.44,0,organic,Indianapolis,4046_70.92,4225_1510.47,4770_0
20,09.08.15,2318.61,686.78,443.34,243.44,0,organic,Indianapolis,4046_67.32,4225_1564.51,4770_0
21,02.08.15,2024.18,569.42,240,329.42,0,organic,Indianapolis,4046_106.36,4225_1348.4,4770_0
22,26.07.15,2998.88,1751.5,330,1421.5,0,organic,Indianapolis,4046_70.09,4225_1177.29,4770_0
23,19.07.15,3286.32,2178.29,333.33,1844.96,0,organic,Indianapolis,4046_84.2,4225_1023.83,4770_0
24,12.07.15,3105.97,2001.36,625.97,1375.39,0,organic,Indianapolis,4046_43.77,4225_1060.84,4770_0
25,05.07.15,2935.57,1913.11,470,1443.11,0,organic,Indianapolis,4046_59.2,4225_963.26,4770_0
26,28.06.15,1529.5,581.84,211.24,370.6,0,organic,Indianapolis,4046_77.59,4225_870.07,4770_0
27,21.06.15,1591.6,476.34,326.87,149.47,0,organic,Indianapolis,4046_74.67,4225_1040.59,4770_0
28,14.06.15,2144,1151.06,780.41,370.65,0,organic,Indianapolis,4046_74.98,4225_917.96,4770_0
29,07.06.15,2005.12,1008.68,521.01,487.67,0,organic,Indianapolis,4046_54.91,4225_941.53,4770_0
30,31.05.15,2305.49,1273.52,952.55,320.97,0,organic,Indianapolis,4046_78.89,4225_953.08,4770_0
31,24.05.15,2362.64,1087.27,853.88,233.39,0,organic,Indianapolis,4046_81.97,4225_1193.4,4770_0
32,17.05.15,2363.41,1380.96,258.1,1122.86,0,organic,Indianapolis,4046_111.73,4225_870.72,4770_0
33,10.05.15,4169.57,3214.12,820,2394.12,0,organic,Indianapolis,4046_110.38,4225_845.07,4770_0
34,03.05.15,2258.1,1271.56,420,851.56,0,organic,Indianapolis,4046_90.87,4225_895.67,4770_0
35,26.04.15,1798.92,630.9,316.67,314.23,0,organic,Indianapolis,4046_75.88,4225_1092.14,4770_0
36,19.04.15,2011.47,753.29,698.59,54.7,0,organic,Indianapolis,4046_93.88,4225_1164.3,4770_0
37,12.04.15,1912.15,630.94,486.67,144.27,0,organic,Indianapolis,4046_79.59,4225_1201.62,4770_0
38,05.04.15,2029.52,894.33,420.96,473.37,0,organic,Indianapolis,4046_66.72,4225_1068.47,4770_0
39,29.03.15,1169.48,306,225.84,80.16,0,organic,Indianapolis,4046_50.73,4225_812.75,4770_0
40,22.03.15,964.25,45.84,3.33,42.51,0,organic,Indianapolis,4046_76.53,4225_841.88,4770_0
41,15.03.15,1313.43,311.23,121.72,189.51,0,organic,Indianapolis,4046_97.1,4225_905.1,4770_0
42,08.03.15,2205.12,1185.78,1026.67,159.11,0,organic,Indianapolis,4046_70.33,4225_949.01,4770_0
43,01.03.15,1625.01,621.21,580,41.21,0,organic,Indianapolis,4046_54.96,4225_948.84,4770_0
44,22.02.15,1563.5,440.05,360,80.05,0,organic,Indianapolis,4046_104.69,4225_1018.76,4770_0
45,15.02.15,1601.74,556.39,450,106.39,0,organic,Indianapolis,4046_88.99,4225_956.36,4770_0
46,08.02.15,2086.14,1265.5,1226.67,38.83,0,organic,Indianapolis,4046_41.71,4225_778.93,4770_0
47,01.02.15,1565.24,714.98,496.67,218.31,0,organic,Indianapolis,4046_45.17,4225_805.09,4770_0
48,25.01.15,1221.24,406.02,286.67,119.35,0,organic,Indianapolis,4046_49.75,4225_765.47,4770_0
49,18.01.15,1083.8,112.58,105.03,7.55,0,organic,Indianapolis,4046_45.28,4225_925.94,4770_0
50,11.01.15,1410.31,393.06,357.75,35.31,0,organic,Indianapolis,4046_95.46,4225_921.79,4770_0
51,04.01.15,1780.6,829.39,542.89,286.5,0,organic,Indianapolis,4046_76.89,4225_874.32,4770_0
0,27.12.15,1754.98,526.67,526.67,0,0,organic,Jacksonville,4046_1154.87,4225_45.01,4770_28.43
1,20.12.15,1742.99,593.33,593.33,0,0,organic,Jacksonville,4046_1078.97,4225_55.37,4770_15.32
2,13.12.15,1478.7,293.33,293.33,0,0,organic,Jacksonville,4046_1132.66,4225_42.17,4770_10.54
3,06.12.15,2080.56,256.67,256.67,0,0,organic,Jacksonville,4046_1762.15,4225_43.1,4770_18.64
