,Date,AveragePrice,type,region
49,18.01.15,1.29,organic,LosAngeles
50,11.01.15,1.08,organic,LosAngeles
51,04.01.15,1.25,organic,LosAngeles
0,27.12.15,1.82,organic,Louisville
1,20.12.15,1.8,organic,Louisville
2,13.12.15,1.52,organic,Louisville
3,06.12.15,1.19,organic,Louisville
4,29.11.15,1.19,organic,Louisville
5,22.11.15,1.87,organic,Louisville
6,15.11.15,1.83,organic,Louisville
7,08.11.15,1.68,organic,Louisville
8,01.11.15,1.65,organic,Louisville
9,25.10.15,1.64,organic,Louisville
10,18.10.15,1.52,organic,Louisville
11,11.10.15,1.65,organic,Louisville
12,04.10.15,1.87,organic,Louisville
13,27.09.15,1.79,organic,Louisville
14,20.09.15,1.65,organic,Louisville
15,13.09.15,1.69,organic,Louisville
16,06.09.15,1.38,organic,Louisville
17,30.08.15,1.44,organic,Louisville
18,23.08.15,1.49,organic,Louisville
19,16.08.15,1.52,organic,Louisville
20,09.08.15,1.37,organic,Louisville
21,02.08.15,1.37,organic,Louisville
22,26.07.15,1.03,organic,Louisville
23,19.07.15,1.18,organic,Louisville
24,12.07.15,1.48,organic,Louisville
25,05.07.15,1.49,organic,Louisville
26,28.06.15,1.49,organic,Louisville
27,21.06.15,1.46,organic,Louisville
28,14.06.15,1.58,organic,Louisville
29,07.06.15,1.24,organic,Louisville
30,31.05.15,1.34,organic,Louisville
31,24.05.15,1.51,organic,Louisville
32,17.05.15,1.44,organic,Louisville
33,10.05.15,1.04,organic,Louisville
34,03.05.15,1.38,organic,Louisville
35,26.04.15,1.67,organic,Louisville
36,19.04.15,1.37,organic,Louisville
37,12.04.15,1.42,organic,Louisville
38,05.04.15,1.59,organic,Louisville
39,29.03.15,1.63,organic,Louisville
40,22.03.15,1.76,organic,Louisville
41,15.03.15,1.65,organic,Louisville
42,08.03.15,1.72,organic,Louisville
43,01.03.15,1.65,organic,Louisville
44,22.02.15,1.67,organic,Louisville
45,15.02.15,1.75,organic,Louisville
46,08.02.15,1.61,organic,Louisville
47,01.02.15,1.55,organic,Louisville
48,25.01.15,1.68,organic,Louisville
49,18.01.15,1.79,organic,Louisville
50,11.01.15,1.79,organic,Louisville
51,04.01.15,1.48,organic,Louisville
0,27.12.15,1.57,organic,MiamiFtLauderdale
1,20.12.15,1.5,organic,MiamiFtLauderdale
2,13.12.15,1.5,organic,MiamiFtLauderdale
3,06.12.15,1.49,organic,MiamiFtLauderdale
4,29.11.15,1.51,organic,MiamiFtLauderdale
5,22.11.15,1.11,organic,MiamiFtLauderdale
6,15.11.15,1.44,organic,MiamiFtLauderdale
7,08.11.15,1.59,organic,MiamiFtLauderdale
8,01.11.15,1.5,organic,MiamiFtLauderdale
9,25.10.15,1.5,organic,MiamiFtLauderdale
10,18.10.15,1.51,organic,MiamiFtLauderdale
11,11.10.15,1.51,organic,MiamiFtLauderdale
12,04.10.15,1.5,organic,MiamiFtLauderdale
13,27.09.15,1.5,organic,MiamiFtLauderdale
14,20.09.15,1.47,organic,MiamiFtLauderdale
15,13.09.15,1.43,organic,MiamiFtLauderdale
16,06.09.15,1.47,organic,MiamiFtLauderdale
17,30.08.15,1.47,organic,MiamiFtLauderdale
18,23.08.15,1.5,organic,MiamiFtLauderdale
19,16.08.15,1.51,organic,MiamiFtLauderdale
20,09.08.15,1.5,organic,MiamiFtLauderdale
21,02.08.15,1.51,organic,MiamiFtLauderdale
22,26.07.15,1.48,organic,MiamiFtLauderdale
23,19.07.15,1.45,organic,MiamiFtLauderdale
24,12.07.15,1.56,organic,MiamiFtLauderdale
25,05.07.15,1.88,organic,MiamiFtLauderdale
26,28.06.15,1.86,organic,MiamiFtLauderdale
27,21.06.15,1.92,organic,MiamiFtLauderdale
28,14.06.15,1.81,organic,MiamiFtLauderdale
29,07.06.15,1.75,organic,MiamiFtLauderdale
30,31.05.15,1.72,organic,MiamiFtLauderdale
31,24.05.15,1.77,organic,MiamiFtLauderdale
32,17.05.15,1.79,organic,MiamiFtLauderdale
33,10.05.15,1.77,organic,MiamiFtLauderdale
34,03.05.15,1.35,organic,MiamiFtLauderdale
35,26.04.15,1.25,organic,MiamiFtLauderdale
36,19.04.15,1.61,organic,MiamiFtLauderdale
37,12.04.15,1.81,organic,MiamiFtLauderdale
38,05.04.15,1.86,organic,MiamiFtLauderdale
39,29.03.15,1.83,organic,MiamiFtLauderdale
40,22.03.15,1.82,organic,MiamiFtLauderdale
41,15.03.15,1.73,organic,MiamiFtLauderdale
42,08.03.15,1.69,organic,MiamiFtLauderdale
43,01.03.15,1.75,organic,MiamiFtLauderdale
44,22.02.15,1.92,organic,MiamiFtLauderdale
45,15.02.15,1.75,organic,MiamiFtLauderdale
46,08.02.15,1.72,organic,MiamiFtLauderdale
47,01.02.15,1.73,organic,MiamiFtLauderdale
48,25.01.15,1.84,organic,MiamiFtLauderdale
49,18.01.15,1.87,organic,MiamiFtLauderdale
50,11.01.15,1.85,organic,MiamiFtLauderdale
51,04.01.15,1.82,organic,MiamiFtLauderdale
0,27.12.15,1.6,organic,Midsouth
1,20.12.15,1.71,organic,Midsouth
2,13.12.15,1.68,organic,Midsouth
3,06.12.15,1.59,organic,Midsouth
4,29.11.15,1.5,organic,Midsouth
5,22.11.15,1.66,organic,Midsouth
6,15.11.15,1.7,organic,Midsouth
7,08.11.15,1.66,organic,Midsouth
8,01.11.15,1.61,organic,Midsouth
9,25.10.15,1.7,organic,Midsouth
10,18.10.15,1.66,organic,Midsouth
11,11.10.15,1.53,organic,Midsouth
12,04.10.15,1.73,organic,Midsouth
13,27.09.15,1.76,organic,Midsouth
14,20.09.15,1.72,organic,Midsouth
15,13.09.15,1.75,organic,Midsouth
16,06.09.15,1.67,organic,Midsouth
17,30.08.15,1.7,organic,Midsouth
18,23.08.15,1.7,organic,Midsouth
19,16.08.15,1.7,organic,Midsouth
20,09.08.15,1.65,organic,Midsouth
21,02.08.15,1.71,organic,Midsouth
22,26.07.15,1.52,organic,Midsouth
23,19.07.15,1.51,organic,Midsouth
24,12.07.15,1.51,organic,Midsouth
25,05.07.15,1.61,organic,Midsouth
26,28.06.15,1.62,organic,Midsouth
27,21.06.15,1.65,organic,Midsouth
28,14.06.15,1.6,organic,Midsouth
29,07.06.15,1.47,organic,Midsouth
30,31.05.15,1.44,organic,Midsouth
31,24.05.15,1.37,organic,Midsouth
32,17.05.15,1.24,organic,Midsouth
33,10.05.15,1.28,organic,Midsouth
34,03.05.15,1.34,organic,Midsouth
35,26.04.15,1.46,organic,Midsouth
36,19.04.15,1.51,organic,Midsouth
37,12.04.15,1.53,organic,Midsouth
38,05.04.15,1.65,organic,Midsouth
39,29.03.15,1.65,organic,Midsouth
40,22.03.15,1.53,organic,Midsouth
41,15.03.15,1.65,organic,Midsouth
42,08.03.15,1.62,organic,Midsouth
43,01.03.15,1.61,organic,Midsouth
44,22.02.15,1.4,organic,Midsouth
45,15.02.15,1.48,organic,Midsouth
46,08.02.15,1.58,organic,Midsouth
47,01.02.15,1.44,organic,Midsouth
48,25.01.15,1.63,organic,Midsouth
49,18.01.15,1.65,organic,Midsouth
50,11.01.15,1.52,organic,Midsouth
51,04.01.15,1.56,organic,Midsouth
0,27.12.15,1.62,organic,Nashville
1,20.12.15,1.66,organic,Nashville
2,13.12.15,1.53,organic,Nashville
3,06.12.15,1.49,organic,Nashville
4,29.11.15,1.21,organic,Nashville
5,22.11.15,1.66,organic,Nashville
6,15.11.15,1.65,organic,Nashville
7,08.11.15,1.59,organic,Nashville
8,01.11.15,1.63,organic,Nashville
9,25.10.15,1.69,organic,Nashville
10,18.10.15,1.66,organic,Nashville
11,11.10.15,1.55,organic,Nashville
12,04.10.15,1.75,organic,Nashville
13,27.09.15,1.7,organic,Nashville
14,20.09.15,1.74,organic,Nashville
15,13.09.15,1.53,organic,Nashville
16,06.09.15,1.31,organic,Nashville
17,30.08.15,1.45,organic,Nashville
18,23.08.15,1.36,organic,Nashville
19,16.08.15,1.4,organic,Nashville
20,09.08.15,1.43,organic,Nashville
21,02.08.15,1.43,organic,Nashville
22,26.07.15,1.15,organic,Nashville
23,19.07.15,1.23,organic,Nashville
24,12.07.15,1.28,organic,Nashville
25,05.07.15,1.23,organic,Nashville
26,28.06.15,1.47,organic,Nashville
27,21.06.15,1.8,organic,Nashville
28,14.06.15,1.76,organic,Nashville
29,07.06.15,1.25,organic,Nashville
30,31.05.15,1.55,organic,Nashville
31,24.05.15,1.35,organic,Nashville
32,17.05.15,1.55,organic,Nashville
33,10.05.15,1.13,organic,Nashville
34,03.05.15,1.57,organic,Nashville
35,26.04.15,1.68,organic,Nashville
36,19.04.15,1.45,organic,Nashville
37,12.04.15,1.5,organic,Nashville
38,05.04.15,1.66,organic,Nashville
39,29.03.15,1.67,organic,Nashville
40,22.03.15,1.64,organic,Nashville
41,15.03.15,1.78,organic,Nashville
42,08.03.15,1.8,organic,Nashville
43,01.03.15,1.76,organic,Nashville
44,22.02.15,1.32,organic,Nashville
45,15.02.15,1.11,organic,Nashville
46,08.02.15,1.64,organic,Nashville
47,01.02.15,1.65,organic,Nashville
48,25.01.15,1.71,organic,Nashville
49,18.01.15,1.81,organic,Nashville
50,11.01.15,1.92,organic,Nashville
51,04.01.15,1.84,organic,Nashville
0,27.12.15,1.55,organic,NewOrleansMobile
1,20.12.15,1.66,organic,NewOrleansMobile
2,13.12.15,1.6,organic,NewOrleansMobile
3,06.12.15,1.35,organic,NewOrleansMobile
4,29.11.15,1.58,organic,NewOrleansMobile
5,22.11.15,1.7,organic,NewOrleansMobile
6,15.11.15,1.7,organic,NewOrleansMobile
7,08.11.15,1.52,organic,NewOrleansMobile
8,01.11.15,1.67,organic,NewOrleansMobile
9,25.10.15,1.45,organic,NewOrleansMobile
10,18.10.15,1.52,organic,NewOrleansMobile
11,11.10.15,1.54,organic,NewOrleansMobile
12,04.10.15,1.61,organic,NewOrleansMobile
13,27.09.15,1.68,organic,NewOrleansMobile
14,20.09.15,1.65,organic,NewOrleansMobile
15,13.09.15,1.62,organic,NewOrleansMobile
16,06.09.15,1.59,organic,NewOrleansMobile
17,30.08.15,1.08,organic,NewOrleansMobile
18,23.08.15,1.63,organic,NewOrleansMobile
19,16.08.15,1.55,organic,NewOrleansMobile
20,09.08.15,1.69,organic,NewOrleansMobile
21,02.08.15,1.86,organic,NewOrleansMobile
22,26.07.15,1.59,organic,NewOrleansMobile
23,19.07.15,1.45,organic,NewOrleansMobile
24,12.07.15,1.55,organic,NewOrleansMobile
25,05.07.15,1.58,organic,NewOrleansMobile
26,28.06.15,1.61,organic,NewOrleansMobile
27,21.06.15,1.64,organic,NewOrleansMobile
28,14.06.15,1.63,organic,NewOrleansMobile
29,07.06.15,1.54,organic,NewOrleansMobile
30,31.05.15,1.55,organic,NewOrleansMobile
31,24.05.15,1.61,organic,NewOrleansMobile
32,17.05.15,1.53,organic,NewOrleansMobile
33,10.05.15,1.6,organic,NewOrleansMobile
34,03.05.15,1.55,organic,NewOrleansMobile
35,26.04.15,1.56,organic,NewOrleansMobile
36,19.04.15,1.57,organic,NewOrleansMobile
37,12.04.15,1.58,organic,NewOrleansMobile
38,05.04.15,1.53,organic,NewOrleansMobile
39,29.03.15,1.57,organic,NewOrleansMobile
40,22.03.15,1.56,organic,NewOrleansMobile
41,15.03.15,1.55,organic,NewOrleansMobile
42,08.03.15,1.65,organic,NewOrleansMobile
43,01.03.15,1.54,organic,NewOrleansMobile
44,22.02.15,1.52,organic,NewOrleansMobile
45,15.02.15,1.48,organic,NewOrleansMobile
46,08.02.15,1.53,organic,NewOrleansMobile
47,01.02.15,1.48,organic,NewOrleansMobile
48,25.01.15,1.47,organic,NewOrleansMobile
49,18.01.15,0.98,organic,NewOrleansMobile
50,11.01.15,1.44,organic,NewOrleansMobile
51,04.01.15,1.41,organic,NewOrleansMobile
0,27.12.15,1.9,organic,NewYork
1,20.12.15,1.93,organic,NewYork
2,13.12.15,1.9,organic,NewYork
3,06.12.15,1.65,organic,NewYork
4,29.11.15,1.89,organic,NewYork
5,22.11.15,1.84,organic,NewYork
6,15.11.15,1.76,organic,NewYork
7,08.11.15,1.82,organic,NewYork
8,01.11.15,2.09,organic,NewYork
9,25.10.15,1.94,organic,NewYork
10,18.10.15,2.07,organic,NewYork
11,11.10.15,2.09,organic,NewYork
12,04.10.15,2.25,organic,NewYork
13,27.09.15,2.22,organic,NewYork
14,20.09.15,2.01,organic,NewYork
15,13.09.15,2.18,organic,NewYork
16,06.09.15,2.01,organic,NewYork
17,30.08.15,2.24,organic,NewYork
18,23.08.15,2.28,organic,NewYork
19,16.08.15,2.3,organic,NewYork
20,09.08.15,1.98,organic,NewYork
21,02.08.15,2.12,organic,NewYork
22,26.07.15,1.91,organic,NewYork
23,19.07.15,2.2,organic,NewYork
24,12.07.15,2.02,organic,NewYork
25,05.07.15,2.24,organic,NewYork
26,28.06.15,1.93,organic,NewYork
27,21.06.15,2.34,organic,NewYork
28,14.06.15,2,organic,NewYork
29,07.06.15,2.31,organic,NewYork
30,31.05.15,1.93,organic,NewYork
31,24.05.15,2.17,organic,NewYork
32,17.05.15,2.06,organic,NewYork
33,10.05.15,1.93,organic,NewYork
34,03.05.15,2.14,organic,NewYork
35,26.04.15,2.21,organic,NewYork
36,19.04.15,2.04,organic,NewYork
37,12.04.15,1.86,organic,NewYork
38,05.04.15,2.14,organic,NewYork
39,29.03.15,2.08,organic,NewYork
40,22.03.15,2.02,organic,NewYork
41,15.03.15,1.81,organic,NewYork
42,08.03.15,1.9,organic,NewYork
43,01.03.15,2,organic,NewYork
44,22.02.15,2.21,organic,NewYork
45,15.02.15,1.91,organic,NewYork
46,08.02.15,1.95,organic,NewYork
47,01.02.15,1.93,organic,NewYork
48,25.01.15,2.02,organic,NewYork
49,18.01.15,2.08,organic,NewYork
50,11.01.15,2.03,organic,NewYork
51,04.01.15,1.93,organic,NewYork
0,27.12.15,1.7,organic,Northeast
1,20.12.15,1.77,organic,Northeast
2,13.12.15,1.8,organic,Northeast
3,06.12.15,1.53,organic,Northeast
4,29.11.15,1.59,organic,Northeast
5,22.11.15,1.63,organic,Northeast
6,15.11.15,1.58,organic,Northeast
7,08.11.15,1.63,organic,Northeast
8,01.11.15,1.74,organic,Northeast
9,25.10.15,1.69,organic,Northeast
10,18.10.15,1.7,organic,Northeast
11,11.10.15,1.69,organic,Northeast
12,04.10.15,1.82,organic,Northeast
13,27.09.15,2.12,organic,Northeast
14,20.09.15,1.93,organic,Northeast
15,13.09.15,1.97,organic,Northeast
16,06.09.15,1.86,organic,Northeast
17,30.08.15,2.01,organic,Northeast
18,23.08.15,1.99,organic,Northeast
19,16.08.15,2.11,organic,Northeast
20,09.08.15,1.89,organic,Northeast
21,02.08.15,2.02,organic,Northeast
22,26.07.15,1.94,organic,Northeast
23,19.07.15,2.07,organic,Northeast
24,12.07.15,2.01,organic,Northeast
25,05.07.15,2.09,organic,Northeast
26,28.06.15,1.93,organic,Northeast
27,21.06.15,2.12,organic,Northeast
28,14.06.15,1.93,organic,Northeast
29,07.06.15,2.02,organic,Northeast
30,31.05.15,1.89,organic,Northeast
31,24.05.15,1.97,organic,Northeast
32,17.05.15,1.92,organic,Northeast
33,10.05.15,1.9,organic,Northeast
34,03.05.15,1.89,organic,Northeast
35,26.04.15,1.96,organic,Northeast
36,19.04.15,1.94,organic,Northeast
37,12.04.15,1.81,organic,Northeast
38,05.04.15,1.91,organic,Northeast
39,29.03.15,1.95,organic,Northeast
40,22.03.15,1.92,organic,Northeast
41,15.03.15,1.83,organic,Northeast
42,08.03.15,1.79,organic,Northeast
43,01.03.15,1.85,organic,Northeast
44,22.02.15,1.9,organic,Northeast
45,15.02.15,1.84,organic,Northeast
46,08.02.15,1.85,organic,Northeast
47,01.02.15,1.78,organic,Northeast
48,25.01.15,1.92,organic,Northeast
49,18.01.15,1.94,organic,Northeast
50,11.01.15,1.86,organic,Northeast
51,04.01.15,1.88,organic,Northeast
0,27.12.15,1.65,organic,NorthernNewEngland
1,20.12.15,1.65,organic,NorthernNewEngland
2,13.12.15,1.62,organic,NorthernNewEngland
3,06.12.15,1.61,organic,NorthernNewEngland
4,29.11.15,1.63,organic,NorthernNewEngland
5,22.11.15,1.66,organic,NorthernNewEngland
6,15.11.15,1.57,organic,NorthernNewEngland
7,08.11.15,1.58,organic,NorthernNewEngland
8,01.11.15,1.62,organic,NorthernNewEngland
9,25.10.15,1.61,organic,NorthernNewEngland
10,18.10.15,1.63,organic,NorthernNewEngland
11,11.10.15,1.61,organic,NorthernNewEngland
12,04.10.15,1.62,organic,NorthernNewEngland
13,27.09.15,1.93,organic,NorthernNewEngland
14,20.09.15,1.96,organic,NorthernNewEngland
15,13.09.15,1.93,organic,NorthernNewEngland
16,06.09.15,1.95,organic,NorthernNewEngland
17,30.08.15,1.92,organic,NorthernNewEngland
18,23.08.15,1.91,organic,NorthernNewEngland
19,16.08.15,1.93,organic,NorthernNewEngland
20,09.08.15,1.92,organic,NorthernNewEngland
21,02.08.15,1.96,organic,NorthernNewEngland
22,26.07.15,1.95,organic,NorthernNewEngland
23,19.07.15,1.96,organic,NorthernNewEngland
24,12.07.15,1.95,organic,NorthernNewEngland
25,05.07.15,1.95,organic,NorthernNewEngland
26,28.06.15,1.95,organic,NorthernNewEngland
27,21.06.15,1.93,organic,NorthernNewEngland
28,14.06.15,1.94,organic,NorthernNewEngland
29,07.06.15,1.92,organic,NorthernNewEngland
30,31.05.15,1.91,organic,NorthernNewEngland
31,24.05.15,1.88,organic,NorthernNewEngland
32,17.05.15,1.88,organic,NorthernNewEngland
33,10.05.15,1.91,organic,NorthernNewEngland
34,03.05.15,1.92,organic,NorthernNewEngland
35,26.04.15,1.88,organic,NorthernNewEngland
36,19.04.15,1.88,organic,NorthernNewEngland
37,12.04.15,1.87,organic,NorthernNewEngland
38,05.04.15,1.88,organic,NorthernNewEngland
39,29.03.15,1.9,organic,NorthernNewEngland
40,22.03.15,1.88,organic,NorthernNewEngland
41,15.03.15,1.9,organic,NorthernNewEngland
42,08.03.15,1.87,organic,NorthernNewEngland
43,01.03.15,1.82,organic,NorthernNewEngland
44,22.02.15,1.82,organic,NorthernNewEngland
45,15.02.15,1.87,organic,NorthernNewEngland
46,08.02.15,1.88,organic,NorthernNewEngland
47,01.02.15,1.89,organic,NorthernNewEngland
48,25.01.15,1.9,organic,NorthernNewEngland
49,18.01.15,1.88,organic,NorthernNewEngland
50,11.01.15,1.88,organic,NorthernNewEngland
51,04.01.15,1.83,organic,NorthernNewEngland
0,27.12.15,1.67,organic,Orlando
1,20.12.15,1.89,organic,Orlando
2,13.12.15,1.87,organic,Orlando
3,06.12.15,1.85,organic,Orlando
4,29.11.15,1.87,organic,Orlando
5,22.11.15,1.84,organic,Orlando
6,15.11.15,1.83,organic,Orlando
7,08.11.15,1.83,organic,Orlando
8,01.11.15,1.8,organic,Orlando
9,25.10.15,1.85,organic,Orlando
10,18.10.15,2.18,organic,Orlando
11,11.10.15,2.05,organic,Orlando
12,04.10.15,2.11,organic,Orlando
13,27.09.15,2.24,organic,Orlando
14,20.09.15,2.08,organic,Orlando
15,13.09.15,2.11,organic,Orlando
16,06.09.15,1.95,organic,Orlando
17,30.08.15,2.11,organic,Orlando
18,23.08.15,1.96,organic,Orlando
19,16.08.15,1.72,organic,Orlando
20,09.08.15,1.77,organic,Orlando
21,02.08.15,2,organic,Orlando
22,26.07.15,1.74,organic,Orlando
23,19.07.15,1.72,organic,Orlando
24,12.07.15,1.89,organic,Orlando
25,05.07.15,1.82,organic,Orlando
26,28.06.15,1.87,organic,Orlando
27,21.06.15,1.89,organic,Orlando
28,14.06.15,1.86,organic,Orlando
29,07.06.15,1.81,organic,Orlando
30,31.05.15,1.84,organic,Orlando
31,24.05.15,1.81,organic,Orlando
32,17.05.15,1.88,organic,Orlando
33,10.05.15,1.78,organic,Orlando
34,03.05.15,1.82,organic,Orlando
35,26.04.15,1.88,organic,Orlando
36,19.04.15,1.76,organic,Orlando
37,12.04.15,1.89,organic,Orlando
38,05.04.15,1.82,organic,Orlando
39,29.03.15,1.89,organic,Orlando
40,22.03.15,1.77,organic,Orlando
41,15.03.15,1.82,organic,Orlando
42,08.03.15,1.75,organic,Orlando
43,01.03.15,1.7,organic,Orlando
44,22.02.15,1.76,organic,Orlando
45,15.02.15,1.85,organic,Orlando
46,08.02.15,1.75,organic,Orlando
47,01.02.15,1.76,organic,Orlando
48,25.01.15,1.82,organic,Orlando
49,18.01.15,1.79,organic,Orlando
50,11.01.15,1.92,organic,Orlando
51,04.01.15,1.8,organic,Orlando
0,27.12.15,1.5,organic,Philadelphia
1,20.12.15,1.83,organic,Philadelphia
2,13.12.15,1.79,organic,Philadelphia
3,06.12.15,1.35,organic,Philadelphia
4,29.11.15,1.45,organic,Philadelphia
5,22.11.15,1.55,organic,Philadelphia
6,15.11.15,1.76,organic,Philadelphia
7,08.11.15,1.87,organic,Philadelphia
8,01.11.15,2.06,organic,Philadelphia
9,25.10.15,1.86,organic,Philadelphia
10,18.10.15,1.74,organic,Philadelphia
11,11.10.15,1.62,organic,Philadelphia
12,04.10.15,2.15,organic,Philadelphia
13,27.09.15,2.21,organic,Philadelphia
14,20.09.15,1.87,organic,Philadelphia
15,13.09.15,1.95,organic,Philadelphia
16,06.09.15,1.71,organic,Philadelphia
17,30.08.15,1.93,organic,Philadelphia
18,23.08.15,1.99,organic,Philadelphia
19,16.08.15,2.06,organic,Philadelphia
20,09.08.15,1.79,organic,Philadelphia
21,02.08.15,1.94,organic,Philadelphia
22,26.07.15,1.92,organic,Philadelphia
23,19.07.15,1.97,organic,Philadelphia
24,12.07.15,1.98,organic,Philadelphia
25,05.07.15,2.03,organic,Philadelphia
26,28.06.15,1.88,organic,Philadelphia
27,21.06.15,2.05,organic,Philadelphia
28,14.06.15,1.84,organic,Philadelphia
29,07.06.15,1.94,organic,Philadelphia
30,31.05.15,1.86,organic,Philadelphia
31,24.05.15,1.9,organic,Philadelphia
32,17.05.15,1.85,organic,Philadelphia
33,10.05.15,1.79,organic,Philadelphia
34,03.05.15,1.85,organic,Philadelphia
35,26.04.15,1.86,organic,Philadelphia
36,19.04.15,1.89,organic,Philadelphia
37,12.04.15,1.73,organic,Philadelphia
38,05.04.15,1.81,organic,Philadelphia
39,29.03.15,1.83,organic,Philadelphia
40,22.03.15,1.84,organic,Philadelphia
41,15.03.15,1.7,organic,Philadelphia
42,08.03.15,1.63,organic,Philadelphia
43,01.03.15,1.83,organic,Philadelphia
44,22.02.15,1.75,organic,Philadelphia
45,15.02.15,1.68,organic,Philadelphia
46,08.02.15,1.76,organic,Philadelphia
47,01.02.15,1.69,organic,Philadelphia
48,25.01.15,1.82,organic,Philadelphia
49,18.01.15,1.93,organic,Philadelphia
50,11.01.15,1.63,organic,Philadelphia
51,04.01.15,1.72,organic,Philadelphia
0,27.12.15,1.72,organic,PhoenixTucson
1,20.12.15,1.79,organic,PhoenixTucson
2,13.12.15,1.72,organic,PhoenixTucson
3,06.12.15,1.87,organic,PhoenixTucson
4,29.11.15,1.89,organic,PhoenixTucson
5,22.11.15,1.89,organic,PhoenixTucson
6,15.11.15,1.89,organic,PhoenixTucson
7,08.11.15,1.72,organic,PhoenixTucson
8,01.11.15,1.7,organic,PhoenixTucson
9,25.10.15,1.52,organic,PhoenixTucson
10,18.10.15,1.84,organic,PhoenixTucson
11,11.10.15,1.91,organic,PhoenixTucson
12,04.10.15,1.93,organic,PhoenixTucson
13,27.09.15,1.85,organic,PhoenixTucson
14,20.09.15,1.98,organic,PhoenixTucson
15,13.09.15,1.9,organic,PhoenixTucson
16,06.09.15,1.79,organic,PhoenixTucson
17,30.08.15,1.8,organic,PhoenixTucson
18,23.08.15,1.81,organic,PhoenixTucson
19,16.08.15,1.79,organic,PhoenixTucson
20,09.08.15,1.82,organic,PhoenixTucson
21,02.08.15,1.88,organic,PhoenixTucson
22,26.07.15,1.85,organic,PhoenixTucson
23,19.07.15,1.85,organic,PhoenixTucson
24,12.07.15,1.82,organic,PhoenixTucson
25,05.07.15,1.72,organic,PhoenixTucson
26,28.06.15,1.54,organic,PhoenixTucson
27,21.06.15,1.48,organic,PhoenixTucson
28,14.06.15,1.62,organic,PhoenixTucson
29,07.06.15,1.54,organic,PhoenixTucson
30,31.05.15,1.54,organic,PhoenixTucson
31,24.05.15,1.7,organic,PhoenixTucson
32,17.05.15,1.67,organic,PhoenixTucson
33,10.05.15,1.46,organic,PhoenixTucson
34,03.05.15,1.4,organic,PhoenixTucson
35,26.04.15,1.65,organic,PhoenixTucson
36,19.04.15,1.48,organic,PhoenixTucson
37,12.04.15,1.56,organic,PhoenixTucson
38,05.04.15,1.5,organic,PhoenixTucson
39,29.03.15,1.46,organic,PhoenixTucson
40,22.03.15,1.37,organic,PhoenixTucson
41,15.03.15,1.56,organic,PhoenixTucson
42,08.03.15,1.52,organic,PhoenixTucson
43,01.03.15,1.37,organic,PhoenixTucson
44,22.02.15,1.59,organic,PhoenixTucson
45,15.02.15,1.66,organic,PhoenixTucson
46,08.02.15,1.55,organic,PhoenixTucson
47,01.02.15,1.18,organic,PhoenixTucson
48,25.01.15,1.54,organic,PhoenixTucson
49,18.01.15,1.36,organic,PhoenixTucson
50,11.01.15,1.36,organic,PhoenixTucson
51,04.01.15,1.12,organic,PhoenixTucson
0,27.12.15,1.5,organic,Pittsburgh
1,20.12.15,1.55,organic,Pittsburgh
2,13.12.15,1.56,organic,Pittsburgh
3,06.12.15,1.55,organic,Pittsburgh
4,29.11.15,1.4,organic,Pittsburgh
5,22.11.15,1.54,organic,Pittsburgh
6,15.11.15,1.43,organic,Pittsburgh
7,08.11.15,1.44,organic,Pittsburgh
8,01.11.15,1.46,organic,Pittsburgh
9,25.10.15,1.47,organic,Pittsburgh
10,18.10.15,1.45,organic,Pittsburgh
11,11.10.15,1.45,organic,Pittsburgh
12,04.10.15,1.19,organic,Pittsburgh
13,27.09.15,1.47,organic,Pittsburgh
14,20.09.15,1.44,organic,Pittsburgh
15,13.09.15,1.47,organic,Pittsburgh
16,06.09.15,1.5,organic,Pittsburgh
17,30.08.15,1.52,organic,Pittsburgh
18,23.08.15,1.66,organic,Pittsburgh
19,16.08.15,1.57,organic,Pittsburgh
20,09.08.15,1.47,organic,Pittsburgh
21,02.08.15,1.57,organic,Pittsburgh
22,26.07.15,1.46,organic,Pittsburgh
23,19.07.15,1.83,organic,Pittsburgh
24,12.07.15,1.81,organic,Pittsburgh
25,05.07.15,1.83,organic,Pittsburgh
26,28.06.15,1.77,organic,Pittsburgh
27,21.06.15,1.58,organic,Pittsburgh
28,14.06.15,1.56,organic,Pittsburgh
29,07.06.15,1.57,organic,Pittsburgh
30,31.05.15,1.51,organic,Pittsburgh
31,24.05.15,1.54,organic,Pittsburgh
32,17.05.15,1.53,organic,Pittsburgh
33,10.05.15,1.49,organic,Pittsburgh
34,03.05.15,1.49,organic,Pittsburgh
35,26.04.15,1.38,organic,Pittsburgh
36,19.04.15,1.37,organic,Pittsburgh
37,12.04.15,1.45,organic,Pittsburgh
38,05.04.15,1.35,organic,Pittsburgh
39,29.03.15,1.41,organic,Pittsburgh
40,22.03.15,1.47,organic,Pittsburgh
41,15.03.15,1.68,organic,Pittsburgh
42,08.03.15,1.65,organic,Pittsburgh
43,01.03.15,1.63,organic,Pittsburgh
44,22.02.15,1.71,organic,Pittsburgh
45,15.02.15,1.71,organic,Pittsburgh
46,08.02.15,1.6,organic,Pittsburgh
47,01.02.15,1.77,organic,Pittsburgh
48,25.01.15,1.7,organic,Pittsburgh
49,18.01.15,1.55,organic,Pittsburgh
50,11.01.15,1.82,organic,Pittsburgh
51,04.01.15,1.81,organic,Pittsburgh
0,27.12.15,1.6,organic,Plains
1,20.12.15,1.69,organic,Plains
