X1,Date,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
8,01.11.15,8910.32,7908.76,0,organic,Plains,4046_3813.38,4225_13357.17,4770_448.11
9,25.10.15,7405.56,6192.92,0,organic,Plains,4046_3595.24,4225_13212.07,4770_311.49
10,18.10.15,6944.31,6370.03,0,organic,Plains,4046_4213.37,4225_14243.03,4770_31.51
11,11.10.15,6460.34,3706.02,0,organic,Plains,4046_3143.11,4225_15072.15,4770_41.32
12,04.10.15,8437.2,4494.15,0,organic,Plains,4046_2938.43,4225_14625.55,4770_12.12
13,27.09.15,8593.72,2382.88,0,organic,Plains,4046_2948.96,4225_14238.72,4770_19.35
14,20.09.15,8824.73,2492.86,0,organic,Plains,4046_3928.04,4225_15101.88,4770_45.84
15,13.09.15,8144.24,2030.25,0,organic,Plains,4046_4265.73,4225_14930.59,4770_69.77
16,06.09.15,7806.44,1635.89,0,organic,Plains,4046_5214.44,4225_15626.82,4770_23.99
17,30.08.15,9923.77,2295.26,0,organic,Plains,4046_5108.15,4225_17178.11,4770_16.73
18,23.08.15,8311.71,1809.43,0,organic,Plains,4046_5171.5,4225_16543.46,4770_14.28
19,16.08.15,9695.15,1554.08,0,organic,Plains,4046_5368.34,4225_15506.11,4770_35.65
20,09.08.15,10591.35,1716.08,0,organic,Plains,4046_5931,4225_16409.94,4770_18.94
21,02.08.15,10259.64,2189.71,0,organic,Plains,4046_6338.67,4225_13870.67,4770_37.76
22,26.07.15,7498.39,1588.09,0,organic,Plains,4046_5869.72,4225_12085.34,4770_61.16
23,19.07.15,6599.43,2329.16,0,organic,Plains,4046_4969.23,4225_14692.47,4770_11.72
24,12.07.15,5262.78,3350.23,0,organic,Plains,4046_4653.22,4225_20980.13,4770_28.11
25,05.07.15,7044.08,2853.48,0,organic,Plains,4046_5132.41,4225_25315.81,4770_77.27
26,28.06.15,6061.76,2089.13,0,organic,Plains,4046_4415.32,4225_20984.14,4770_7.02
27,21.06.15,7204.04,2174.42,0,organic,Plains,4046_5625.74,4225_21939.19,4770_60.75
28,14.06.15,5857.07,2265.36,0,organic,Plains,4046_4749.1,4225_20882.01,4770_41.97
29,07.06.15,6108.64,2514.58,0,organic,Plains,4046_4282.27,4225_17080.62,4770_41.89
30,31.05.15,7198.51,2226.58,0,organic,Plains,4046_4847.34,4225_17449.33,4770_53.66
31,24.05.15,6649.48,2074.65,0,organic,Plains,4046_8773.67,4225_13683.89,4770_11.65
32,17.05.15,6285.96,2169.76,0,organic,Plains,4046_4649.22,4225_17148.75,4770_48.82
33,10.05.15,8533.47,2583.82,0,organic,Plains,4046_3961.71,4225_16857.65,4770_85.87
34,03.05.15,5360.43,1807.25,0,organic,Plains,4046_3463.32,4225_16891.72,4770_18.52
35,26.04.15,7742.3,1916.99,0,organic,Plains,4046_2749.61,4225_17543.74,4770_48.5
36,19.04.15,8530.66,1315.48,0,organic,Plains,4046_3334.06,4225_15998.87,4770_48.37
37,12.04.15,8861.94,2226.7,0,organic,Plains,4046_3059.06,4225_17207.03,4770_9.2
38,05.04.15,12419.92,1884.74,0,organic,Plains,4046_3534.09,4225_18648.77,4770_48.2
39,29.03.15,12479.89,253.39,0,organic,Plains,4046_3489.99,4225_17818.18,4770_20.63
40,22.03.15,10549.2,730.52,0,organic,Plains,4046_3811.27,4225_19130.46,4770_22.89
41,15.03.15,15944.5,1674.91,0,organic,Plains,4046_4427.92,4225_14399.17,4770_22.87
42,08.03.15,15943.23,1400.71,0,organic,Plains,4046_3482.6,4225_12593.96,4770_13.73
43,01.03.15,13506.71,946.32,0,organic,Plains,4046_5052.36,4225_17469.75,4770_18.33
44,22.02.15,16731.6,778.32,0,organic,Plains,4046_5100.04,4225_17771.09,4770_9.16
45,15.02.15,14480.47,1224.83,0,organic,Plains,4046_4337.72,4225_19892.57,4770_32.1
46,08.02.15,14104.27,1298.58,0,organic,Plains,4046_3906.27,4225_26987.91,4770_32.13
47,01.02.15,9989.22,1768.04,0,organic,Plains,4046_3904.24,4225_14499.51,4770_32.15
48,25.01.15,10403.58,1062.77,0,organic,Plains,4046_3732.84,4225_14987.92,4770_20.69
49,18.01.15,8577.16,1241.43,0,organic,Plains,4046_6340.18,4225_13476.2,4770_34.56
50,11.01.15,13774.1,1918.72,0,organic,Plains,4046_6636.08,4225_15284.43,4770_4.62
51,04.01.15,13793.22,1545.05,0,organic,Plains,4046_3874.31,4225_14945.34,4770_32.45
0,27.12.15,6705.83,8303.19,0,organic,Portland,4046_1189.96,4225_10909.14,4770_10.05
1,20.12.15,5902.85,9672.34,0,organic,Portland,4046_1202.15,4225_8864.75,4770_3.35
2,13.12.15,21656.83,23626.47,0,organic,Portland,4046_1262.85,4225_20963.47,4770_3.35
3,06.12.15,7.43,3515.83,0,organic,Portland,4046_934.4,4225_8211.33,4770_0
4,29.11.15,55.39,10642.44,0,organic,Portland,4046_964.58,4225_9321.52,4770_8.34
5,22.11.15,81.41,34378.38,0,organic,Portland,4046_1279.51,4225_21670.78,4770_0
6,15.11.15,110,2459.22,0,organic,Portland,4046_890.3,4225_9465.69,4770_3.32
7,08.11.15,1115.81,6708,0,organic,Portland,4046_1110.47,4225_13364.66,4770_1.66
8,01.11.15,7849.49,31551.08,0,organic,Portland,4046_1163.61,4225_21981.81,4770_46.41
9,25.10.15,36.85,6246.22,0,organic,Portland,4046_628.45,4225_9578.24,4770_6.63
10,18.10.15,7.37,4753.72,0,organic,Portland,4046_800.44,4225_12022.04,4770_6.64
11,11.10.15,14.73,9943.91,0,organic,Portland,4046_780.51,4225_15805.53,4770_3.31
12,04.10.15,18.38,11031.4,0,organic,Portland,4046_1489.84,4225_22640.35,4770_3.31
13,27.09.15,0,6459.62,0,organic,Portland,4046_1045.73,4225_10525.36,4770_3.3
14,20.09.15,0,6906.73,0,organic,Portland,4046_2052.48,4225_9055.35,4770_0
15,13.09.15,7.34,4243.7,0,organic,Portland,4046_3092.78,4225_10615.36,4770_0
16,06.09.15,0,3166.8,0,organic,Portland,4046_3225.86,4225_12040.49,4770_0
17,30.08.15,0,11546.54,0,organic,Portland,4046_3242.25,4225_35409.64,4770_0
18,23.08.15,0,1225.99,0,organic,Portland,4046_3696.01,4225_12224.75,4770_1.64
19,16.08.15,0,6777.52,0,organic,Portland,4046_4315.77,4225_19426.12,4770_0
20,09.08.15,0,2426.6,0,organic,Portland,4046_4930.53,4225_10792.14,4770_0
21,02.08.15,0,837.3,0,organic,Portland,4046_6605.19,4225_10611.69,4770_0
22,26.07.15,0,1579.17,0,organic,Portland,4046_6781.43,4225_14705.3,4770_28.07
23,19.07.15,0,9049.81,0,organic,Portland,4046_8464.13,4225_38289.79,4770_9.93
24,12.07.15,0,2684.18,0,organic,Portland,4046_9115.52,4225_12902.48,4770_4.98
25,05.07.15,0,1085.06,0,organic,Portland,4046_8938.08,4225_14928.33,4770_3.33
26,28.06.15,0,0,0,organic,Portland,4046_7314.21,4225_33780.38,4770_21.73
27,21.06.15,0,699.7,0,organic,Portland,4046_8095.22,4225_23586.71,4770_13.35
28,14.06.15,0,1396.81,0,organic,Portland,4046_8491.5,4225_14130.91,4770_15.03
29,07.06.15,0,608.92,0,organic,Portland,4046_9745.48,4225_16510.02,4770_0
30,31.05.15,0,81.34,0,organic,Portland,4046_7282.84,4225_34362.43,4770_1.67
31,24.05.15,0,792.13,0,organic,Portland,4046_7408.52,4225_14746.61,4770_3.33
32,17.05.15,0,2985.09,0,organic,Portland,4046_13615.68,4225_14195.22,4770_0
33,10.05.15,0,3772.97,0,organic,Portland,4046_9687.42,4225_13297.52,4770_0
34,03.05.15,0,5550.6,0,organic,Portland,4046_9002.35,4225_11551.57,4770_0
35,26.04.15,0,10465.87,0,organic,Portland,4046_8483.62,4225_21190.25,4770_1.64
36,19.04.15,0,3108.03,0,organic,Portland,4046_12834.38,4225_12733.52,4770_0
37,12.04.15,0,13324.04,0,organic,Portland,4046_8217.36,4225_41945.37,4770_11.27
38,05.04.15,0,608.57,0,organic,Portland,4046_9037.65,4225_17777.46,4770_4.75
39,29.03.15,3.06,4952.91,0,organic,Portland,4046_9134.72,4225_45312.41,4770_3.14
40,22.03.15,12.08,6475.52,0,organic,Portland,4046_15676.37,4225_40685.17,4770_17.09
41,15.03.15,0,2144.12,0,organic,Portland,4046_9298.84,4225_13800.36,4770_1.55
42,08.03.15,0,1019.63,0,organic,Portland,4046_15501.22,4225_44127.27,4770_10.85
43,01.03.15,0,500.73,0,organic,Portland,4046_17519.03,4225_12225.23,4770_35.68
44,22.02.15,3.33,1352.86,0,organic,Portland,4046_17377.6,4225_9920.09,4770_34.1
45,15.02.15,180,3707.23,0,organic,Portland,4046_10884.59,4225_10887.79,4770_32.61
46,08.02.15,710,8270.94,0,organic,Portland,4046_16202.53,4225_32480.02,4770_6.22
47,01.02.15,540,6028.55,0,organic,Portland,4046_20129,4225_12970.57,4770_4.68
48,25.01.15,540,3734.07,0,organic,Portland,4046_15946.79,4225_10638.92,4770_3.13
49,18.01.15,303.33,9623.53,0,organic,Portland,4046_11894.56,4225_30078.32,4770_4.7
50,11.01.15,480,3997.36,0,organic,Portland,4046_18893.87,4225_19745.21,4770_0
51,04.01.15,613.33,3045.3,0,organic,Portland,4046_17580.96,4225_11685.08,4770_3.15
0,27.12.15,1116.34,158.99,0,organic,RaleighGreensboro,4046_256.26,4225_1936.8,4770_437.05
1,20.12.15,1350,0,0,organic,RaleighGreensboro,4046_309.75,4225_2197.77,4770_543.03
2,13.12.15,570,47.35,0,organic,RaleighGreensboro,4046_240.87,4225_2033.23,4770_379.06
3,06.12.15,798.35,33.41,0,organic,RaleighGreensboro,4046_146.52,4225_2097,4770_419.63
4,29.11.15,1172.56,150.28,0,organic,RaleighGreensboro,4046_115.79,4225_1898.15,4770_481.06
5,22.11.15,1302.93,22.85,0,organic,RaleighGreensboro,4046_141.24,4225_2164.98,4770_531.25
6,15.11.15,1567.31,127.91,0,organic,RaleighGreensboro,4046_107.06,4225_1947.83,4770_551.42
7,08.11.15,1357.91,166.63,0,organic,RaleighGreensboro,4046_74.28,4225_2037.97,4770_655.73
8,01.11.15,2156.74,486.46,0,organic,RaleighGreensboro,4046_77.02,4225_2249.16,4770_707.61
9,25.10.15,2102.2,48.29,0,organic,RaleighGreensboro,4046_32.54,4225_2451.58,4770_1023.16
10,18.10.15,2241.87,137.6,0,organic,RaleighGreensboro,4046_43.28,4225_2506.16,4770_698.19
11,11.10.15,2405.52,923.08,0,organic,RaleighGreensboro,4046_42.36,4225_2450.97,4770_861.5
12,04.10.15,2062.84,406.32,0,organic,RaleighGreensboro,4046_28.22,4225_2449.8,4770_645
13,27.09.15,2796.4,242.02,0,organic,RaleighGreensboro,4046_78.13,4225_2446.9,4770_686.6
14,20.09.15,2490.46,0,0,organic,RaleighGreensboro,4046_44.6,4225_2235.5,4770_660.36
15,13.09.15,1762.85,0,0,organic,RaleighGreensboro,4046_28.2,4225_2870.92,4770_683.44
16,06.09.15,1931.19,21,0,organic,RaleighGreensboro,4046_73.34,4225_2705.46,4770_821.09
17,30.08.15,2132.13,78.71,0,organic,RaleighGreensboro,4046_46.87,4225_3098.11,4770_750.91
18,23.08.15,2335.43,268.63,0,organic,RaleighGreensboro,4046_88.77,4225_3262.67,4770_891.22
19,16.08.15,2151.8,170.46,0,organic,RaleighGreensboro,4046_50.56,4225_2851.16,4770_899.25
20,09.08.15,2344.6,133.15,0,organic,RaleighGreensboro,4046_50.34,4225_3879.39,4770_1022.13
21,02.08.15,2588.48,77.97,0,organic,RaleighGreensboro,4046_88.22,4225_3021.26,4770_690.11
22,26.07.15,1918.31,696.96,0,organic,RaleighGreensboro,4046_142.93,4225_2831.38,4770_791.99
23,19.07.15,1873.03,612.57,0,organic,RaleighGreensboro,4046_93.14,4225_2710.15,4770_780.46
24,12.07.15,2357.79,629.97,0,organic,RaleighGreensboro,4046_141.82,4225_2811.84,4770_822.95
25,05.07.15,2200.97,459.39,0,organic,RaleighGreensboro,4046_136.82,4225_2955.8,4770_1021.45
26,28.06.15,1451.44,480.79,0,organic,RaleighGreensboro,4046_145.03,4225_2750.18,4770_849.44
27,21.06.15,1007.8,360.5,0,organic,RaleighGreensboro,4046_233.94,4225_3039.41,4770_803.22
28,14.06.15,2179.92,594.87,0,organic,RaleighGreensboro,4046_203.17,4225_2924.84,4770_1010.38
29,07.06.15,2473.82,962.85,0,organic,RaleighGreensboro,4046_158.41,4225_2909.31,4770_772.63
30,31.05.15,2150.81,356.23,0,organic,RaleighGreensboro,4046_244.24,4225_5424.93,4770_1038.16
31,24.05.15,1933.68,1372.39,0,organic,RaleighGreensboro,4046_97.29,4225_6165.76,4770_1001.62
32,17.05.15,2118.11,641.91,0,organic,RaleighGreensboro,4046_171.41,4225_10462.72,4770_4562.19
33,10.05.15,1981.96,1938.52,0,organic,RaleighGreensboro,4046_168.83,4225_5374.06,4770_1163.17
34,03.05.15,2261.83,1531.72,0,organic,RaleighGreensboro,4046_111.44,4225_6282.96,4770_1655.48
35,26.04.15,1748.63,897.61,0,organic,RaleighGreensboro,4046_89.77,4225_4454.61,4770_919.05
36,19.04.15,2248.97,62.82,0,organic,RaleighGreensboro,4046_79.37,4225_4244.69,4770_1260.14
37,12.04.15,1011.65,795.71,0,organic,RaleighGreensboro,4046_115.36,4225_3462.03,4770_1068.76
38,05.04.15,1086.58,149.32,0,organic,RaleighGreensboro,4046_152.04,4225_2540.93,4770_930.22
39,29.03.15,1363.5,15.93,0,organic,RaleighGreensboro,4046_389.81,4225_2583.24,4770_1021.05
40,22.03.15,485.59,160.77,0,organic,RaleighGreensboro,4046_83.02,4225_2618.03,4770_902.2
41,15.03.15,550.86,19.45,0,organic,RaleighGreensboro,4046_96.29,4225_2298.83,4770_886.27
42,08.03.15,2947.28,15.81,0,organic,RaleighGreensboro,4046_86.46,4225_2512.71,4770_977.29
43,01.03.15,1814.69,118.08,0,organic,RaleighGreensboro,4046_55.87,4225_2571.34,4770_931.25
44,22.02.15,1003.61,64.97,0,organic,RaleighGreensboro,4046_31.72,4225_2088.94,4770_801.67
45,15.02.15,1690.1,27.39,0,organic,RaleighGreensboro,4046_30.58,4225_1862.3,4770_712.15
46,08.02.15,2635.69,84.75,0,organic,RaleighGreensboro,4046_56.66,4225_2117.25,4770_855.4
47,01.02.15,1330.43,14.5,0,organic,RaleighGreensboro,4046_27.19,4225_2044.97,4770_968.1
48,25.01.15,620.46,101.4,0,organic,RaleighGreensboro,4046_60.84,4225_1948.96,4770_627.92
49,18.01.15,925.39,89.22,0,organic,RaleighGreensboro,4046_78.13,4225_1775.25,4770_628.28
50,11.01.15,1195.75,4.84,0,organic,RaleighGreensboro,4046_31.58,4225_1957.67,4770_672.88
51,04.01.15,993.94,78.73,0,organic,RaleighGreensboro,4046_58.22,4225_1493.9,4770_772.21
0,27.12.15,1292.73,620.25,0,organic,RichmondNorfolk,4046_59.01,4225_1910.71,4770_233.68
1,20.12.15,1265.11,3.94,0,organic,RichmondNorfolk,4046_66.16,4225_2449.2,4770_215.03
2,13.12.15,1213.84,62.09,0,organic,RichmondNorfolk,4046_85.17,4225_2009.89,4770_194.01
3,06.12.15,1060,154.41,0,organic,RichmondNorfolk,4046_42.65,4225_1608.75,4770_223.9
4,29.11.15,773.34,266.67,0,organic,RichmondNorfolk,4046_45.91,4225_1463.34,4770_180.4
5,22.11.15,596.67,79.86,0,organic,RichmondNorfolk,4046_54.55,4225_2599.95,4770_278.44
6,15.11.15,640,290.87,0,organic,RichmondNorfolk,4046_101.96,4225_2225.93,4770_300.45
7,08.11.15,1466.67,287.57,0,organic,RichmondNorfolk,4046_96.33,4225_2006.69,4770_342.69
8,01.11.15,806.66,1253.09,0,organic,RichmondNorfolk,4046_105.26,4225_2108.83,4770_385.95
9,25.10.15,1176.66,223.82,0,organic,RichmondNorfolk,4046_58.25,4225_2344.49,4770_371.33
10,18.10.15,1616.67,237.21,0,organic,RichmondNorfolk,4046_87.63,4225_2410.99,4770_385.81
11,11.10.15,846.67,1868.24,0,organic,RichmondNorfolk,4046_34.1,4225_2522.36,4770_422.63
12,04.10.15,993.33,288.51,0,organic,RichmondNorfolk,4046_58.49,4225_2719.94,4770_405.8
13,27.09.15,583.33,392.14,0,organic,RichmondNorfolk,4046_37.76,4225_2720.03,4770_313.05
14,20.09.15,26.67,32.45,0,organic,RichmondNorfolk,4046_69.37,4225_2727.16,4770_345.61
15,13.09.15,730,0,0,organic,RichmondNorfolk,4046_52.27,4225_3412.43,4770_414.55
16,06.09.15,1263.33,40.49,0,organic,RichmondNorfolk,4046_56.23,4225_3368.09,4770_386.24
17,30.08.15,1006.67,337.1,0,organic,RichmondNorfolk,4046_32.77,4225_3282.68,4770_393.19
18,23.08.15,1550,457.6,0,organic,RichmondNorfolk,4046_98.11,4225_3358.92,4770_451.81
19,16.08.15,553.33,689.55,0,organic,RichmondNorfolk,4046_128.18,4225_3804.14,4770_436.52
20,09.08.15,2290,562.54,0,organic,RichmondNorfolk,4046_139.83,4225_4351.68,4770_564.15
21,02.08.15,703.33,128.16,0,organic,RichmondNorfolk,4046_93.71,4225_4051.34,4770_383.27
22,26.07.15,220,1903.85,0,organic,RichmondNorfolk,4046_138.93,4225_4129.59,4770_342.54
23,19.07.15,296.67,1835.39,0,organic,RichmondNorfolk,4046_84.51,4225_3233.96,4770_428.5
24,12.07.15,486.67,2440.29,0,organic,RichmondNorfolk,4046_119.94,4225_3413.01,4770_413.27
25,05.07.15,640,1157.22,0,organic,RichmondNorfolk,4046_77.05,4225_3608.18,4770_516.81
26,28.06.15,776.67,1106.9,0,organic,RichmondNorfolk,4046_136.01,4225_3651.1,4770_493.2
27,21.06.15,570,1275.11,0,organic,RichmondNorfolk,4046_172.38,4225_4236.18,4770_438.02
28,14.06.15,1282.62,1675.09,0,organic,RichmondNorfolk,4046_155.63,4225_3425.03,4770_452.74
29,07.06.15,1820,2864.73,0,organic,RichmondNorfolk,4046_290.65,4225_3796.02,4770_435.65
30,31.05.15,1038.61,1986.77,0,organic,RichmondNorfolk,4046_232.65,4225_6403.66,4770_431.22
31,24.05.15,1688.43,2919.97,0,organic,RichmondNorfolk,4046_368.78,4225_6973.85,4770_495.62
32,17.05.15,1634.01,1341.7,0,organic,RichmondNorfolk,4046_281.02,4225_7695.78,4770_1454.5
33,10.05.15,1193.33,2558.67,0,organic,RichmondNorfolk,4046_348.51,4225_6066.03,4770_560.45
34,03.05.15,2313.33,2962.9,0,organic,RichmondNorfolk,4046_426.78,4225_6174.2,4770_548.21
35,26.04.15,1640,1689.41,0,organic,RichmondNorfolk,4046_497.79,4225_5299.89,4770_378.65
36,19.04.15,1910,488,0,organic,RichmondNorfolk,4046_422.67,4225_4874.84,4770_474.62
37,12.04.15,915.26,1311.95,0,organic,RichmondNorfolk,4046_344.8,4225_3395.88,4770_524.9
38,05.04.15,1330,454.75,0,organic,RichmondNorfolk,4046_235.1,4225_2349.78,4770_523.63
39,29.03.15,1721.22,63.88,0,organic,RichmondNorfolk,4046_214.19,4225_3073.68,4770_486.7
40,22.03.15,40,434.36,0,organic,RichmondNorfolk,4046_169.24,4225_2320.53,4770_381.39
41,15.03.15,2603.33,98.91,0,organic,RichmondNorfolk,4046_157.47,4225_2458.69,4770_516.55
42,08.03.15,2553.33,102.18,0,organic,RichmondNorfolk,4046_131.38,4225_2471.16,4770_488.5
43,01.03.15,916.67,357.55,0,organic,RichmondNorfolk,4046_145.94,4225_2466.7,4770_411.51
44,22.02.15,1206.67,171,0,organic,RichmondNorfolk,4046_87.31,4225_2167.08,4770_487.95
45,15.02.15,1070,180.5,0,organic,RichmondNorfolk,4046_126.73,4225_1701.25,4770_408.87
46,08.02.15,2083.33,215.88,0,organic,RichmondNorfolk,4046_103.88,4225_1872.21,4770_444.17
47,01.02.15,1296.67,37.1,0,organic,RichmondNorfolk,4046_83.48,4225_2059.65,4770_440.08
48,25.01.15,1002.65,349.51,0,organic,RichmondNorfolk,4046_184.69,4225_1998.19,4770_325.29
49,18.01.15,583.33,261.88,0,organic,RichmondNorfolk,4046_120.23,4225_2152.16,4770_363.06
50,11.01.15,412.81,26.4,0,organic,RichmondNorfolk,4046_143.78,4225_2060.44,4770_270.92
51,04.01.15,1570.28,352.02,0,organic,RichmondNorfolk,4046_238.48,4225_1678.83,4770_372.55
0,27.12.15,690,1118.4,0,organic,Roanoke,4046_33.27,4225_2525.8,4770_0
1,20.12.15,495.93,17.78,0,organic,Roanoke,4046_47.01,4225_3008.82,4770_0
2,13.12.15,467.11,168.01,0,organic,Roanoke,4046_108.32,4225_2452.48,4770_0
3,06.12.15,483.33,277.11,0,organic,Roanoke,4046_61.69,4225_2193.93,4770_0
4,29.11.15,390,497.45,0,organic,Roanoke,4046_95.84,4225_2175.66,4770_0
5,22.11.15,346.67,185.63,0,organic,Roanoke,4046_108.15,4225_3153.99,4770_0
6,15.11.15,456.67,485.96,0,organic,Roanoke,4046_110.01,4225_2793.73,4770_0
7,08.11.15,906.67,858.83,0,organic,Roanoke,4046_111.1,4225_2755.55,4770_0
8,01.11.15,536.67,2505.29,0,organic,Roanoke,4046_96.48,4225_2646.44,4770_0
9,25.10.15,690,567.59,0,organic,Roanoke,4046_62.3,4225_3016.52,4770_0
10,18.10.15,840,720.37,0,organic,Roanoke,4046_60.95,4225_3578.07,4770_0
11,11.10.15,543.34,4074.57,0,organic,Roanoke,4046_83.19,4225_3470.24,4770_0
12,04.10.15,583.33,1172.44,0,organic,Roanoke,4046_54.08,4225_4018.33,4770_0
13,27.09.15,583.33,854.86,0,organic,Roanoke,4046_59.29,4225_4263.28,4770_0
14,20.09.15,350,27.54,0,organic,Roanoke,4046_67.48,4225_4246.85,4770_0
15,13.09.15,793.33,6.11,0,organic,Roanoke,4046_89.37,4225_5082.81,4770_0
16,06.09.15,1090,320.25,0,organic,Roanoke,4046_60.39,4225_5542.16,4770_0
17,30.08.15,760,705.92,0,organic,Roanoke,4046_61.62,4225_5079.88,4770_0
18,23.08.15,1123.34,1061.12,0,organic,Roanoke,4046_143.25,4225_5309.86,4770_0
19,16.08.15,533.33,1282.93,0,organic,Roanoke,4046_115.46,4225_5312.72,4770_0
20,09.08.15,1270,1264.29,0,organic,Roanoke,4046_93.25,4225_5320.38,4770_0
21,02.08.15,333.33,516.72,0,organic,Roanoke,4046_123.65,4225_4829.21,4770_0
22,26.07.15,53.33,2698.72,0,organic,Roanoke,4046_115.02,4225_4828.27,4770_0
23,19.07.15,156.67,3083.85,0,organic,Roanoke,4046_131.74,4225_4316.66,4770_0
24,12.07.15,273.33,3839.76,0,organic,Roanoke,4046_125.1,4225_4732.53,4770_0
25,05.07.15,693.33,1653.91,0,organic,Roanoke,4046_169.14,4225_5367.15,4770_0
26,28.06.15,813.33,1750.17,0,organic,Roanoke,4046_131.93,4225_4981.31,4770_0
27,21.06.15,846.67,1529.77,0,organic,Roanoke,4046_142.75,4225_6373.01,4770_0
28,14.06.15,916.67,3757.71,0,organic,Roanoke,4046_128.18,4225_5037.78,4770_0
29,07.06.15,1443.33,5784.45,0,organic,Roanoke,4046_145.56,4225_6329.81,4770_0
30,31.05.15,1314.97,4517.63,0,organic,Roanoke,4046_118.86,4225_12165.3,4770_0
31,24.05.15,1124.5,5369.8,0,organic,Roanoke,4046_191.26,4225_15349.07,4770_0
32,17.05.15,1435.36,3585.92,0,organic,Roanoke,4046_203.77,4225_16312.06,4770_0
33,10.05.15,1230,6971.16,0,organic,Roanoke,4046_227.33,4225_12996.7,4770_0
34,03.05.15,1570,5886.62,0,organic,Roanoke,4046_259.08,4225_13301.01,4770_0
35,26.04.15,1243.33,3151.91,0,organic,Roanoke,4046_275.96,4225_10599.98,4770_0
36,19.04.15,976.03,428.09,0,organic,Roanoke,4046_172.29,4225_8811.28,4770_0
37,12.04.15,735.94,2654.33,0,organic,Roanoke,4046_202.01,4225_6608.1,4770_0
38,05.04.15,953.33,645.09,0,organic,Roanoke,4046_92.13,4225_5159.16,4770_0
39,29.03.15,956.67,95.12,0,organic,Roanoke,4046_125.9,4225_5301.46,4770_0
40,22.03.15,233.33,986.6,0,organic,Roanoke,4046_68.95,4225_4201.88,4770_0
41,15.03.15,1323.33,236.57,0,organic,Roanoke,4046_76.97,4225_4755.78,4770_0
42,08.03.15,2096.67,125.98,0,organic,Roanoke,4046_66.14,4225_3761.84,4770_0
43,01.03.15,873.33,620.24,0,organic,Roanoke,4046_70.22,4225_4546.72,4770_0
44,22.02.15,860,260.72,0,organic,Roanoke,4046_126.76,4225_3417.19,4770_0
45,15.02.15,1016.67,169.05,0,organic,Roanoke,4046_57.87,4225_3264.82,4770_0
46,08.02.15,1583.33,297.94,0,organic,Roanoke,4046_81.91,4225_3221.39,4770_0
47,01.02.15,903.33,68.53,0,organic,Roanoke,4046_150.16,4225_3819.72,4770_0
48,25.01.15,759.28,400.93,0,organic,Roanoke,4046_117.84,4225_4133.72,4770_0
49,18.01.15,626.3,420.59,0,organic,Roanoke,4046_109.68,4225_4464.75,4770_0
50,11.01.15,806.48,173.17,0,organic,Roanoke,4046_82.94,4225_4065.47,4770_0
51,04.01.15,1139.42,457.84,0,organic,Roanoke,4046_56.21,4225_2760.82,4770_0
0,27.12.15,80.97,0,0,organic,Sacramento,4046_1142.95,4225_3722.48,4770_0
1,20.12.15,77.97,0,0,organic,Sacramento,4046_1124.17,4225_3959.43,4770_0
2,13.12.15,158.56,0,0,organic,Sacramento,4046_1171.12,4225_3811.97,4770_0
3,06.12.15,762.78,13.33,0,organic,Sacramento,4046_1835.84,4225_4810.97,4770_0
4,29.11.15,112.09,66.67,0,organic,Sacramento,4046_872.55,4225_3592.5,4770_0
5,22.11.15,140.67,30,0,organic,Sacramento,4046_923.67,4225_3860.73,4770_0
6,15.11.15,54.81,28.89,0,organic,Sacramento,4046_969.68,4225_3931.5,4770_0
7,08.11.15,247.95,277.78,0,organic,Sacramento,4046_1335.02,4225_4090.76,4770_0
8,01.11.15,66.29,0,0,organic,Sacramento,4046_1136.13,4225_4277.28,4770_0
9,25.10.15,222.09,0,0,organic,Sacramento,4046_1291.46,4225_4345.56,4770_0
10,18.10.15,193.49,0,0,organic,Sacramento,4046_1221.59,4225_4054.63,4770_0
11,11.10.15,237.16,0,0,organic,Sacramento,4046_1179.15,4225_3815.69,4770_0
12,04.10.15,179.5,0,0,organic,Sacramento,4046_1289.92,4225_4536.12,4770_0
13,27.09.15,220.39,0,0,organic,Sacramento,4046_1261.85,4225_3990.21,4770_0
14,20.09.15,171.38,0,0,organic,Sacramento,4046_1172.53,4225_5251.78,4770_0
15,13.09.15,157.17,0,0,organic,Sacramento,4046_1364.77,4225_4883.81,4770_0
16,06.09.15,78.36,0,0,organic,Sacramento,4046_1356.08,4225_4540.83,4770_0
17,30.08.15,219.99,0,0,organic,Sacramento,4046_1798.88,4225_4370.66,4770_0
18,23.08.15,498.62,0,0,organic,Sacramento,4046_2933.89,4225_6146.39,4770_0
19,16.08.15,177.14,0,0,organic,Sacramento,4046_2115.7,4225_5065.13,4770_0
20,09.08.15,290.72,0,0,organic,Sacramento,4046_1873.4,4225_5095.95,4770_0
21,02.08.15,232.94,0,0,organic,Sacramento,4046_2221.89,4225_4378.88,4770_0
22,26.07.15,172.05,0,0,organic,Sacramento,4046_2850.16,4225_5160.65,4770_0
23,19.07.15,262.71,0,0,organic,Sacramento,4046_3147.29,4225_6150.55,4770_0
24,12.07.15,425.97,0,0,organic,Sacramento,4046_5333.14,4225_7961.62,4770_0
25,05.07.15,137.18,0,0,organic,Sacramento,4046_4437.96,4225_5180.96,4770_0
26,28.06.15,253.79,0,0,organic,Sacramento,4046_4916.07,4225_4050.11,4770_0
